lon,lat,ibge,v
-6.858031,-38.675729,-1,200832
-6.841838,-38.737613,-1,201199
-6.752291,-38.963235,-1,201833
-6.792187,-39.308122,-1,203003
-6.834307,-39.406268,-1,203889
-6.92795,-39.573663,-1,27409
-4.834028,-37.26475,-1,204354
-4.712112,-37.355624,-1,205686
-4.692494,-37.38312,-1,205984
-4.687526,-37.394223,-1,206081
-4.703485,-37.483054,-1,206808
-4.72247,-37.557296,-1,207398
-5.949997,-38.828914,-1,208901
-4.579769,-37.84989,-1,211610
-4.571887,-37.655809,-1,212055
-4.557532,-37.68154,-1,212318
-4.557998,-37.705284,-1,212513
-4.526699,-37.705726,-1,215464
-4.358183,-37.959334,-1,215466
-4.318517,-37.930438,-1,215891
-4.452603,-37.810946,-1,215893
-4.450963,-37.797414,-1,216002
-4.450918,-37.79533,-1,216022
-4.374728,-37.925338,-1,216024
-4.36901,-37.925,-1,216075
-4.394944,-37.861557,-1,216077
-4.37824,-37.856756,-1,216233
-7.17949,-39.329332,-1,216474
-4.424439,-37.776451,-1,216638
-4.566109,-37.792595,-1,216640
-4.570723,-37.801973,-1,216724
-4.680859,-37.378927,-1,216828
-4.554407,-37.671054,-1,216923
-5.190656,-39.277726,-1,216925
-5.191847,-39.293383,-1,217043
-6.373697,-39.26915,-1,217405
-6.567748,-39.31826,-1,219211
-5.760343,-38.995638,-1,220594
-6.192457,-40.152006,-1,221703
-6.326637,-40.163155,-1,222344
-6.57353,-40.121481,-1,223580
-6.783676,-39.990853,-1,225117
-6.776431,-39.987228,-1,225182
-6.14974,-40.394948,-1,225563
-7.090079,-40.027446,-1,229524
-7.09024,-40.028334,-1,229531
-7.207923,-40.138603,-1,230414
-7.075,-40.372393,-1,231748
-7.078338,-40.377964,-1,225565
-7.07844,-40.458293,-1,232097
-6.252681,-39.201525,-1,238389
-3.929475,-38.337078,-1,242066
-3.7468,-38.480064,-1,242157
-3.746925,-38.479871,-1,242359
-3.838809,-38.479857,-1,36853
-3.861158,-38.470293,-1,243556
-3.891034,-38.43546,-1,71004
-3.898453,-38.402868,-1,36850
-6.88675,-39.221473,-1,250717
-3.790834,-38.588636,-1,41323
-3.791256,-38.588814,-1,252640
-4.103195,-38.157687,-1,253879
-5.69486,-38.495826,-1,256220
-5.524245,-38.475095,-1,257864
-3.217309,-39.360085,-1,69404
-4.182084,-38.080497,-1,261882
-4.267762,-38.055502,-1,261884
-4.253189,-38.010083,-1,262397
-3.655351,-39.427021,-1,262399
-3.625916,-39.507533,-1,263060
-3.684338,-39.585003,-1,264174
-4.844501,-38.042335,-1,265102
-5.269836,-38.108415,-1,267065
-5.261001,-38.123113,-1,267066
-5.300179,-38.173976,-1,267522
-5.723956,-38.159753,-1,268986
-3.972206,-38.528679,-1,269710
-3.36636,-39.83208,-1,269826
-3.369233,-39.819403,-1,269916
-3.597699,-39.437124,-1,272221
-3.599151,-39.437125,-1,272233
-3.791358,-39.271298,-1,274430
-4.225966,-38.704659,-1,274552
-4.28693,-38.640427,-1,275327
-4.29934,-38.501779,-1,276176
-4.380153,-38.828595,-1,276548
-4.916138,-37.997975,-1,280526
-4.928586,-37.974983,-1,280701
-5.061498,-38.064368,-1,281257
-5.243251,-38.133516,-1,281882
-5.245727,-38.131049,-1,281910
-4.748198,-37.962689,-1,284205
-4.771431,-38.051014,-1,284746
-5.052488,-37.677768,-1,285326
-5.269258,-38.271713,-1,287661
-3.364277,-39.826921,-1,287720
-3.538495,-40.457903,-1,287760
-5.074472,-37.99154,-1,288112
-5.127103,-39.737482,-1,289969
-5.127046,-39.737446,-1,289970
-5.122177,-39.733488,-1,290009
-4.855114,-39.573515,-1,291350
-4.851293,-39.571316,-1,291376
-4.761853,-39.485,-1,291904
-4.581865,-39.358894,-1,292990
-3.998086,-38.619922,-1,294283
-4.040819,-38.636383,-1,294639
-4.041192,-38.6367,-1,294642
-4.371724,-38.810085,-1,296844
-4.464188,-38.895695,-1,297979
-4.158475,-40.145421,-1,300046
-4.72351,-40.310088,-1,301429
-4.833084,-40.321325,-1,301991
-4.100237,-40.469193,-1,302261
-4.195781,-40.473821,-1,302698
-4.329341,-40.712122,-1,303889
-4.399305,-40.713194,-1,304266
-4.542088,-40.71938,-1,304935
-4.542747,-40.717982,-1,304952
-4.706626,-40.560211,-1,306191
-4.768552,-40.538201,-1,306568
-4.930618,-40.526124,-1,307269
-4.552404,-40.727323,-1,308532
-3.840672,-40.645718,-1,312788
-3.847799,-40.656411,-1,312842
-4.467975,-38.900136,-1,313431
-4.418883,-39.046247,-1,314985
-4.329612,-40.179488,-1,319252
-4.407052,-40.403375,-1,320282
-4.407584,-40.404643,-1,320293
-4.570564,-40.817901,-1,322268
-4.414112,-40.907492,-1,323603
-4.570471,-40.817928,-1,322269
-4.788724,-40.06135,-1,324663
-4.705742,-40.566836,-1,327136
-4.752653,-40.833245,-1,328458
-4.74326,-40.925559,-1,329211
-4.568113,-41.219639,-1,331166
-3.796674,-40.601206,-1,332317
-3.975267,-40.70547,-1,333013
-4.046471,-40.753301,-1,333465
-4.143032,-40.582386,-1,336572
-4.184039,-40.512083,-1,336942
-4.255244,-40.613139,-1,337476
-4.325258,-40.708553,-1,338067
-4.193096,-40.479091,-1,339392
-4.241246,-40.347962,-1,340090
-4.331787,-40.156056,-1,340978
-3.980188,-40.698268,-1,343364
-4.097662,-40.43383,-1,344569
-4.769758,-40.510218,-1,344711
-4.272538,-40.556124,-1,344949
-4.245675,-40.640233,-1,345085
-6.790589,-39.298726,-1,346819
-7.186424,-39.736872,-1,349154
-7.246355,-39.76033,-1,573885
-3.905058,-40.37807,-1,352632
-3.915064,-40.383807,-1,352652
-4.072271,-40.315054,-1,353931
-3.733669,-40.481673,-1,353933
-3.563281,-41.092809,-1,355139
-3.72007,-41.084158,-1,355203
-3.731028,-40.992263,-1,355662
-3.853434,-40.921156,-1,356400
-3.922703,-40.889298,-1,356841
-4.163336,-40.750354,-1,358402
-3.695515,-40.381629,-1,358407
-3.696077,-40.382609,-1,358413
-3.741716,-40.496909,-1,358989
-3.916499,-41.228024,-1,72260
-3.525233,-40.340977,-1,360609
-3.563787,-41.093131,-1,363155
-3.562165,-41.366245,-1,364548
-3.551219,-40.654948,-1,364990
-3.622982,-40.904245,-1,366287
-3.676707,-41.068124,-1,366298
-3.750494,-41.1383,-1,366807
-5.250781,-38.493223,-1,18204
-5.271872,-38.722183,-1,369336
-4.491304,-38.595413,-1,369645
-5.102935,-38.360732,-1,370834
-3.527769,-39.073298,-1,370835
-3.565615,-39.083392,-1,371146
-5.484301,-38.398111,-1,371147
-5.432342,-38.488332,-1,371936
-5.400928,-38.570052,-1,372502
-3.431338,-39.036496,-1,372504
-3.672129,-39.117814,-1,374192
-3.827764,-39.265557,-1,376277
-3.947899,-39.43207,-1,378010
-3.535801,-38.944404,-1,378029
-3.550862,-38.913955,-1,378313
-3.552958,-38.887416,-1,379417
-3.567544,-38.826488,-1,380037
-3.215562,-39.301244,-1,382592
-4.816931,-38.823266,-1,383942
-4.964371,-38.99764,-1,385770
-4.973549,-38.996716,-1,385839
-4.996624,-39.032729,-1,386196
-5.587471,-39.373068,-1,386302
-5.718322,-39.595532,-1,388612
-5.615005,-38.761889,-1,391332
-5.115217,-38.364982,-1,391583
-3.603946,-38.972067,-1,397021
-3.607941,-38.967822,-1,397083
-3.669941,-38.977298,-1,397614
-4.979671,-38.990687,-1,398959
-5.448446,-38.468751,-1,399123
-3.641788,-38.819839,-1,401330
-3.621636,-38.850665,-1,401558
-3.597606,-38.89877,-1,401936
-3.492056,-39.137664,-1,403637
-3.490949,-39.139206,-1,403653
-3.489476,-39.139954,-1,403660
-3.465073,-39.159225,-1,403934
-3.464902,-39.160137,-1,403942
-3.464905,-39.16035,-1,403944
-3.464974,-39.160658,-1,403947
-3.465171,-39.161462,-1,403954
-3.442965,-39.294748,-1,404778
-3.374341,-39.294047,-1,405207
-3.372989,-39.294156,-1,405218
-3.372524,-39.294549,-1,405221
-3.372104,-39.295785,-1,405232
-3.354686,-39.354592,-1,405616
-3.695583,-38.631344,-1,105
-3.69463,-38.632318,-1,103
-3.683191,-38.657308,-1,41578
-4.299545,-38.501824,-1,410193
-4.791732,-38.058311,-1,280525
-5.394113,-38.231413,-1,417760
-5.888895,-38.618544,-1,421936
-6.405277,-38.84556,-1,425490
-6.647446,-38.823184,-1,426853
-6.647615,-38.823116,-1,426855
-6.809029,-38.755344,-1,427971
-7.005199,-38.752279,-1,428445
-7.177426,-38.781498,-1,429088
-7.302121,-38.893671,-1,430125
-7.49025,-38.984076,-1,193486
-7.492954,-38.984291,-1,431436
-3.550382,-38.814248,-1,432956
-3.698095,-38.870074,-1,434144
-3.351089,-39.138889,-1,434483
-3.437685,-39.148267,-1,435141
-3.438088,-39.148309,-1,435145
-3.439839,-39.148564,-1,435156
-3.440354,-39.149614,-1,435169
-3.490996,-39.139956,-1,435387
-3.491628,-39.139998,-1,435392
-3.517402,-39.146152,-1,435598
-3.233577,-39.308383,-1,436752
-3.273791,-39.266667,-1,437696
-3.152302,-39.442029,-1,440335
-3.000437,-39.69704,-1,436754
-3.711336,-38.824309,-1,450109
-6.394757,-38.528068,-1,448337
-3.223576,-39.270184,-1,451353
-3.239354,-39.232909,-1,451689
-3.223586,-39.270083,-1,451354
-7.855878,-39.088177,-1,453482
-5.521923,-38.271896,-1,456142
-7.286014,-40.456154,-1,457710
-7.367972,-40.397004,-1,457730
-6.191331,-38.50322,-1,457732
-6.045709,-38.461135,-1,458742
-3.494988,-39.578214,-1,461282
-3.684865,-39.584922,-1,463921
-3.678165,-39.348806,-1,468048
-3.749799,-39.784735,-1,471464
-7.114262,-38.668135,-1,473159
-7.092109,-38.723924,-1,521369
-6.394289,-39.435387,-1,473200
-3.580157,-39.999171,-1,473237
-4.992478,-39.980182,-1,473985
-4.13531,-38.751967,-1,474068
-4.053071,-39.451489,-1,475791
-4.529069,-39.62225,-1,477110
-4.414547,-40.909504,-1,477643
-3.558408,-40.557591,-1,478134
-3.969415,-41.233091,-1,479248
-5.199182,-39.285726,-1,479254
-3.468292,-40.785307,-1,479264
-3.465645,-40.680947,-1,576474
-3.475567,-40.831635,-1,479340
-3.983471,-38.520569,-1,479351
-4.564232,-38.920933,-1,483036
-4.648356,-38.950176,-1,483800
-4.860347,-39.052846,-1,485998
-4.968569,-39.016263,-1,486940
-4.969937,-39.016238,-1,486952
-5.86626,-39.556962,-1,23728
-6.086406,-39.461725,-1,23764
-6.730553,-38.72121,-1,492875
-6.789503,-38.718092,-1,493481
-7.311172,-38.778985,-1,493827
-7.381531,-38.788758,-1,494324
-7.390064,-38.775792,-1,494681
-7.389372,-38.775993,-1,495137
-6.243235,-38.914124,-1,498528
-6.245013,-38.914596,-1,498544
-6.409743,-38.949782,-1,499758
-6.414066,-39.03733,-1,69885
-6.571841,-39.050441,-1,499767
-5.803671,-39.417184,-1,500515
-5.806384,-39.419404,-1,500550
-4.64869,-39.676377,-1,30648
-5.090199,-38.36067,-1,505840
-5.076932,-38.384303,-1,506048
-4.977383,-38.637975,-1,508082
-6.133197,-39.878044,-1,513435
-6.406096,-38.862723,-1,513612
-6.644344,-38.700354,-1,516420
-6.943866,-38.963602,-1,518899
-7.540322,-38.651974,-1,523656
-4.844883,-39.138602,-1,526853
-6.242646,-38.915421,-1,528061
-4.980606,-39.063553,-1,528278
-4.653392,-38.942824,-1,528356
-6.679013,-38.884843,-1,529035
-4.879812,-37.447325,-1,534053
-4.650974,-37.476995,-1,537092
-4.649562,-37.47444,-1,537126
-3.811853,-38.574878,-1,41319
-3.987521,-38.613877,-1,539698
-3.888967,-38.677318,-1,543102
-3.97502,-38.707616,-1,544306
-4.147625,-38.84622,-1,546581
-4.695429,-38.402439,-1,547997
-5.10782,-38.373373,-1,550868
-3.504039,-38.913167,-1,553169
-3.750433,-38.95282,-1,555288
-3.989466,-39.579035,-1,556366
-2.85964,-40.696812,-1,560006
-2.852437,-40.590434,-1,560177
-4.090185,-41.125716,-1,560975
-3.228327,-40.128462,-1,561355
-5.588903,-38.005301,-1,561761
-3.264485,-41.130758,-1,561763
-2.89364,-41.272075,-1,562726
-5.92413,-39.267757,-1,563192
-2.89064,-40.85199,-1,563614
-2.882759,-40.872705,-1,563632
-2.874599,-40.890181,-1,563659
-2.901573,-40.93819,-1,563678
-2.827133,-40.284762,-1,563680
-2.824311,-40.409404,-1,563814
-2.822348,-40.410211,-1,563818
-2.823261,-40.230408,-1,563821
-2.830076,-40.279968,-1,563880
-2.824677,-40.271228,-1,564042
-2.903877,-40.850198,-1,564045
-2.904012,-40.850294,-1,564128
-3.130068,-40.834835,-1,564171
-3.215571,-40.86512,-1,564175
-3.21604,-40.865161,-1,564178
-3.216172,-40.865076,-1,564179
-3.216131,-40.864788,-1,564182
-3.215507,-40.864688,-1,564187
-3.215416,-40.865018,-1,564174
-3.132807,-40.816434,-1,564604
-3.132672,-40.81645,-1,564606
-3.132491,-40.816732,-1,564610
-3.132494,-40.816812,-1,564611
-3.712249,-40.343504,-1,564631
-3.712533,-40.342874,-1,564636
-3.696026,-40.381478,-1,564649
-3.129919,-40.835013,-1,564165
-3.69393,-40.379253,-1,565159
-3.62492,-41.086035,-1,565783
-3.348183,-41.268427,-1,564197
-3.045069,-41.128598,-1,566238
-2.973197,-39.88983,-1,566240
-2.972623,-39.890366,-1,566245
-2.973369,-39.890019,-1,566248
-2.972846,-39.890561,-1,566254
-3.372715,-39.294821,-1,567953
-3.373274,-39.29435,-1,567956
-3.411259,-39.032898,-1,568127
-3.465372,-39.160664,-1,568130
-3.465348,-39.160092,-1,568133
-3.83663,-40.666071,-1,568173
-3.786106,-40.618771,-1,568191
-3.989458,-39.579029,-1,568193
-4.36652,-40.468013,-1,570913
-7.492995,-38.758519,-1,574168
-7.54482,-38.839459,-1,574176
-2.877613,-40.95224,-1,574371
-4.224994,-38.70437,-1,574602
-3.784919,-38.43996,-1,575194
-5.223601,-37.786256,-1,575197
-3.810973,-40.876948,-1,575728
-3.759607,-40.816824,-1,575782
-6.209722,-40.695848,-1,576378
-6.199169,-40.696459,-1,576386
-6.02068,-40.89529,-1,571049
-5.845661,-40.703703,-1,576457
-7.07513,-40.3723,-1,576535
-6.534255,-39.500545,-1,124994
-6.871347,-39.37499,-1,573888
-7.829098,-39.075233,2310605,576603
-7.536294,-39.119081,-1,29446
-7.53505,-39.117491,2311108,576606
-3.570285,-39.970098,2308377,576653
-5.917584,-39.268416,-1,121153
-5.91511,-39.26776,2304269,576731
-7.001193,-39.742059,-1,190967
-7.002016,-39.739522,2300606,576595
-4.790884,-40.062067,2308609,576706
-6.211308,-40.696964,2310308,576563
-6.323999,-40.160874,2301505,576564
-6.005931,-40.287984,2313302,576565
-6.131995,-39.878794,2303600,576566
-6.095282,-39.455096,2300309,576567
-6.252837,-39.201147,2311355,576568
-6.363175,-39.298836,2305506,576569
-6.406533,-38.862865,2305407,576570
-6.244584,-38.915323,2309508,576571
-5.887669,-38.622001,2306900,576572
-6.04577,-38.460587,2310803,576573
-6.032083,-38.349888,2304277,576574
-7.074671,-40.374875,2302701,576575
-7.212641,-40.136301,2301307,576576
-7.091563,-40.027132,2311207,576577
-7.186464,-39.736904,2312106,576578
-7.093229,-39.679121,2309201,576579
-6.875008,-39.873956,2301604,576580
-6.572926,-40.123478,2300408,576581
-6.775896,-39.988298,2300804,576582
-6.927998,-39.572867,2304301,576583
-6.540421,-39.906002,2311900,576584
-6.540852,-39.906199,-1,93106
-6.682785,-39.759159,2313252,576585
-6.522128,-39.525368,2307403,576586
-6.53591,-39.498506,2303303,576587
-6.889747,-39.217803,2304806,576588
-6.886928,-39.221443,-1,250718
-6.791638,-39.297067,2314003,576589
-6.75336,-38.964505,2307502,576590
-6.78959,-38.718039,2305704,576591
-6.728771,-38.7166,2301802,576592
-6.730552,-38.721092,-1,492874
-6.64446,-38.700313,2313708,576593
-6.64439,-38.700319,-1,516419
-7.285806,-40.45755,2311959,576594
-7.231485,-39.411081,2304202,576596
-7.206637,-39.317003,2307304,576597
-7.310608,-39.30387,2301901,576598
-7.249623,-39.145454,2308401,576599
-7.359914,-39.048046,2300101,576600
-7.357689,-39.046795,-1,193022
-7.314485,-38.944177,2308302,576601
-7.389183,-38.775551,2308104,576602
-7.687207,-39.006158,2307205,576604
-7.584823,-39.281363,2307106,576605
-7.041524,-39.28445,2303204,576607
-7.177656,-38.779781,2302008,576608
-6.943066,-38.96809,2301703,576609
-6.943533,-38.965752,-1,518900
-7.492983,-38.98435,2302503,576610
-6.608905,-39.062978,2303808,576611
-3.03729,-41.242121,2303907,576612
-3.019523,-41.137193,2302057,576613
-2.897132,-40.844835,2302602,576614
-2.898867,-40.45164,2307254,576615
-2.922522,-40.174685,2304251,576616
-2.884629,-40.119599,2300200,576617
-2.922072,-39.91409,2306553,576618
-3.119632,-40.828873,2304707,576619
-3.22329,-40.695678,2307908,576620
-3.316464,-40.560001,2313906,576621
-3.05586,-40.169531,2302305,576622
-3.122583,-40.148886,2307809,576623
-3.229221,-40.126072,2308906,576624
-3.459816,-40.210584,2312007,576625
-3.35306,-40.464369,2312809,576626
-3.363313,-39.828237,2300754,576627
-3.36422,-39.826997,-1,287721
-3.494598,-39.579176,2306405,576628
-3.27414,-39.267408,2313500,576629
-3.438346,-39.147029,2310258,576630
-3.41606,-39.028726,2310209,576631
-3.410572,-39.030191,-1,568128
-3.564912,-41.091944,2314102,576632
-3.760006,-40.816612,2304509,576633
-3.855523,-40.920916,2313609,576634
-3.922758,-40.890214,2305308,576635
-3.908776,-40.746664,2309003,576636
-3.980225,-40.698228,2309904,576637
-3.466648,-40.681174,2308807,576638
-3.55121,-40.654975,2304004,576639
-3.728739,-40.991646,2313401,576640
-3.58687,-40.545498,2300507,576641
-3.53851,-40.457964,2308203,576642
-3.523793,-40.342055,2308005,576643
-3.687347,-40.353478,2312908,576644
-3.949766,-40.475125,2303105,576645
-3.915029,-40.383761,2304905,576646
-3.799542,-40.262343,2304350,576647
-3.747459,-39.784671,2306108,576648
-3.685645,-39.585575,2306306,576649
-3.625541,-39.507656,2313807,576650
-3.599136,-39.435889,2313559,576651
-3.989251,-39.578801,2313351,576652
-3.947708,-39.432025,2300903,576654
-3.792623,-39.273155,2310704,576655
-3.677042,-39.348938,2313757,576656
-3.672554,-39.240801,2312601,576657
-3.607826,-38.968514,2312403,576658
-3.734139,-38.656237,2303709,576659
-3.894499,-38.68794,2307700,576660
-3.877454,-38.625546,2307650,576661
-3.984265,-38.619524,2309706,576662
-3.971723,-38.528499,2306256,576663
-3.904052,-38.388478,2301000,576664
-3.903819,-38.389629,-1,79366
-3.861096,-38.470313,2304285,576665
-4.165432,-40.941996,2303402,576666
-4.416054,-40.908688,2304236,576667
-4.325572,-40.711232,2305803,576668
-4.163304,-40.750353,2305001,576669
-4.046531,-40.865684,2312304,576670
-4.142258,-40.582162,2311702,576671
-4.191662,-40.478348,2313955,576672
-4.244461,-40.646497,2310951,576673
-4.245585,-40.640334,-1,345086
-4.408197,-40.402957,2305209,576674
-4.33184,-40.155967,2312205,576675
-4.052453,-39.451661,2304608,576676
-4.09709,-39.238828,2310407,576677
-4.232219,-39.193693,2303006,576678
-4.359109,-39.314646,2302800,576679
-4.418855,-39.045946,2301406,576680
-4.468039,-38.900143,2302909,576681
-4.305286,-38.995775,2309102,576682
-4.261897,-38.932633,2305100,576683
-4.225564,-38.922382,2309805,576684
-4.332326,-38.879579,2302107,576685
-4.371751,-38.810094,2301208,576686
-4.491252,-38.596056,2309458,576687
-4.286364,-38.641821,2301950,576688
-4.224408,-38.730332,2311603,576689
-4.224137,-38.704987,2300150,576690
-4.147718,-38.846194,2310100,576691
-4.040814,-38.636357,2304954,576692
-4.173393,-38.465252,2309607,576693
-4.025999,-38.306531,2310852,576694
-4.1301,-38.237343,2303501,576695
-4.179924,-38.129566,2302206,576696
-4.450958,-37.797455,2304459,576697
-4.567012,-37.771122,2301109,576698
-4.743232,-40.925563,2311009,576699
-4.752648,-40.832959,2301257,576700
-4.704628,-40.567027,2309300,576701
-4.90072,-40.759674,2305654,576702
-4.542378,-40.719219,2305902,576703
-4.833163,-40.32126,2313203,576704
-4.649513,-40.200804,2303659,576705
-4.52909,-39.622232,2306603,576707
-4.850797,-39.572936,2307635,576708
-4.563772,-38.922807,2306504,576709
-4.819539,-38.821028,2305266,576710
-4.975547,-38.637366,2305332,576711
-4.746817,-37.961296,2310001,576712
-4.939922,-37.973823,2311801,576713
-4.837459,-37.781994,2307007,576714
-4.678055,-37.82259,2306207,576715
-4.712237,-37.355744,2305357,576716
-5.175672,-40.671215,2304103,576717
-5.394973,-40.310924,2305605,576718
-5.125073,-39.731142,2302404,576719
-5.454316,-39.715569,2310506,576720
-5.30614,-38.920248,2301851,576721
-5.191993,-39.293421,2311405,576722
-5.107007,-38.372722,2308708,576723
-5.270229,-38.272736,2312502,576724
-5.269275,-38.271809,-1,287662
-5.245696,-38.130922,2313104,576725
-5.144226,-38.09598,2307601,576726
-5.071089,-37.989324,2311504,576727
-5.074371,-37.991496,-1,288111
-5.535664,-40.774757,2309409,576728
-5.845548,-40.703622,2311264,576729
-5.745149,-39.629378,2308500,576730
-5.807642,-39.417214,2310902,576732
-5.73121,-39.007755,2313005,576733
-5.675568,-39.194767,2308351,576734
-5.587476,-39.373125,2312700,576735
-5.611989,-38.766544,2306702,576736
-5.457797,-38.465822,2306801,576737
-5.44851,-38.468683,-1,399124
-5.723225,-38.156051,2311231,576738
-5.723624,-38.159031,-1,268987
-5.810738,-38.303031,2306009,576739
-5.521156,-38.274404,2300705,576740
-4.845119,-39.139211,2303931,576741
-4.967716,-39.014413,2311306,576742
-3.736194,-38.486695,2304400,576743
-3.746688,-38.480065,-1,242156
-4.096972,-38.495411,2305233,576744
-4.300245,-38.498215,2303956,576745
-4.046507,-40.753342,2304657,576746
